subject,time,charity,income,price,age,ms,deps
18,2,8.1984 ,10.7489 ,-0.5621 ,0,1,1
18,3,7.7845 ,10.6874 ,-0.5621 ,0,1,2
18,4,6.4377 ,10.8317 ,-0.4943 ,0,1,2
18,5,6.5958 ,10.8846 ,-0.4308 ,0,1,2
18,6,6.7696 ,11.0125 ,-0.4780 ,0,1,1
18,7,7.0211 ,11.1572 ,-0.4780 ,0,1,1
18,8,6.9508 ,11.2689 ,-0.5447 ,0,1,1
18,9,6.5367 ,11.0688 ,-0.6931 ,0,1,1
18,10,6.2691 ,10.7438 ,-0.3285 ,0,1,1
19,1,6.2480 ,10.6939 ,-0.4620 ,0,1,5
19,2,6.9994 ,10.6390 ,-0.4620 ,0,1,5
19,3,6.6066 ,10.9301 ,-0.5621 ,0,1,5
19,4,7.1468 ,11.0283 ,-0.5798 ,0,1,5
19,5,8.7926 ,11.0558 ,-0.4308 ,0,1,5
19,6,7.3803 ,11.1016 ,-0.4780 ,0,1,5
19,7,6.8926 ,11.2285 ,-0.5447 ,0,1,5
19,8,6.8352 ,11.0461 ,-0.4005 ,0,1,5
19,9,7.1854 ,10.8828 ,-1.6094 ,0,1,5
19,10,7.1740 ,11.2636 ,-0.3285 ,0,1,5
20,1,8.7857 ,11.1841 ,-0.6733 ,0,1,3
20,2,9.0231 ,11.3168 ,-0.6733 ,0,1,3
20,3,9.0670 ,11.0539 ,-0.5621 ,0,1,3
20,4,8.8186 ,10.1943 ,-0.2107 ,0,1,1
20,5,8.9733 ,10.3297 ,-0.1863 ,1,1,1
20,6,9.3237 ,10.5053 ,-0.1984 ,1,1,1
20,7,9.4083 ,10.4164 ,-0.1743 ,1,1,2
20,8,9.5288 ,10.4344 ,-0.1508 ,1,1,2
20,9,9.4470 ,10.4109 ,-0.6931 ,0,1,1
20,10,9.4222 ,10.5545 ,-0.1625 ,0,1,1
21,1,4.9416 ,9.4279 ,-0.1508 ,0,1,4
21,2,5.3845 ,9.4382 ,-0.1508 ,0,1,4
21,3,5.3660 ,9.3835 ,-0.1508 ,0,1,4
21,4,5.5683 ,9.3860 ,-0.1278 ,0,1,4
21,5,5.0752 ,9.8009 ,-0.1625 ,0,1,4
21,6,5.0752 ,10.0506 ,-0.1508 ,0,1,5
21,7,4.7005 ,10.2268 ,-0.1743 ,0,1,4
21,8,4.7005 ,10.4250 ,-0.1984 ,0,1,4
21,9,4.7005 ,10.8240 ,-1.6094 ,0,1,3
21,10,5.7745 ,10.7573 ,-0.3285 ,0,1,2
22,1,5.4381 ,10.4647 ,-0.3857 ,0,1,3
22,2,5.8579 ,10.4541 ,-0.3285 ,0,1,3
22,3,5.8861 ,10.5703 ,-0.3857 ,0,1,3
22,4,5.8999 ,10.5227 ,-0.3425 ,0,1,3
22,5,5.9135 ,10.5411 ,-0.3011 ,0,1,3
22,6,5.9135 ,10.4879 ,-0.2877 ,0,1,3
22,7,6.2538 ,10.7080 ,-0.3285 ,0,1,3
22,8,6.2046 ,10.8246 ,-0.4005 ,0,1,3
22,9,6.3008 ,10.9853 ,-1.6094 ,0,1,3
22,10,6.2146 ,11.0089 ,-0.3285 ,0,1,3
23,1,6.4052 ,10.2495 ,-0.3285 ,0,1,4
23,2,6.2729 ,10.2898 ,-0.3285 ,0,1,4
23,3,6.4770 ,10.3713 ,-0.3285 ,0,1,4
23,4,6.3456 ,10.2629 ,-0.2485 ,0,1,4
23,5,6.1312 ,10.2853 ,-0.2107 ,0,1,4
23,6,6.4135 ,10.5584 ,-0.2485 ,0,1,4
23,7,6.0753 ,10.5337 ,-0.2485 ,1,1,3
23,8,6.5294 ,10.3587 ,-0.1984 ,1,1,3
23,9,6.4135 ,10.8788 ,-0.6931 ,1,1,0
23,10,6.2344 ,10.3884 ,-0.1625 ,0,1,1
24,1,5.9243 ,10.0078 ,-0.2357 ,0,1,3
24,2,6.2146 ,10.1430 ,-0.2744 ,0,1,3
24,3,6.0868 ,10.1857 ,-0.2744 ,0,1,3
24,4,6.2634 ,10.3948 ,-0.2877 ,0,1,3
24,5,6.4362 ,10.4270 ,-0.2614 ,0,1,3
24,6,7.0493 ,10.8357 ,-0.4005 ,0,1,3
24,7,7.3447 ,10.9760 ,-0.4005 ,0,1,3
24,8,7.4827 ,10.9735 ,-0.4005 ,0,1,3
24,9,7.9892 ,11.1956 ,-0.6931 ,0,1,3
24,10,8.0369 ,11.1453 ,-0.3285 ,0,1,3
25,1,5.7776 ,9.9865 ,-0.2357 ,0,1,5
25,2,6.1612 ,10.4662 ,-0.3285 ,0,1,5
25,3,6.3081 ,10.3615 ,-0.3285 ,0,1,5
25,4,6.8222 ,10.5249 ,-0.3425 ,0,1,5
25,5,7.1309 ,10.5056 ,-0.3011 ,0,1,6
25,6,7.1546 ,10.5124 ,-0.2877 ,0,1,6
25,7,7.0741 ,10.5544 ,-0.2877 ,0,1,6
25,8,7.1357 ,10.6373 ,-0.2877 ,0,1,6
25,9,7.2513 ,10.6738 ,-0.6931 ,0,1,3
25,10,7.0344 ,10.7765 ,-0.3285 ,0,1,3
26,1,4.7005 ,10.2637 ,-0.3857 ,0,1,1
26,2,4.7536 ,10.1706 ,-0.3285 ,0,1,1
26,3,4.7875 ,10.3763 ,-0.3857 ,0,1,1
26,4,5.1358 ,10.1655 ,-0.2485 ,0,1,2
26,5,5.2204 ,10.5524 ,-0.3567 ,0,1,2
26,6,5.5835 ,10.2979 ,-0.2485 ,0,1,3
26,7,5.3936 ,10.4612 ,-0.2877 ,0,1,3
26,8,5.4848 ,10.6179 ,-0.2877 ,0,1,3
26,9,5.4381 ,10.8134 ,-1.6094 ,0,1,3
26,10,5.3230 ,10.9831 ,-0.3285 ,0,1,3
27,1,6.1821 ,10.3150 ,-0.3285 ,0,1,5
27,2,6.2653 ,10.5257 ,-0.3857 ,0,1,5
27,3,6.3852 ,10.6291 ,-0.4620 ,0,1,5
27,4,6.2086 ,10.6499 ,-0.4005 ,0,1,5
27,5,6.0210 ,10.4747 ,-0.3011 ,0,1,5
27,6,6.1115 ,10.6915 ,-0.3285 ,0,1,5
27,7,6.4069 ,10.7183 ,-0.3285 ,0,1,4
27,8,6.6386 ,10.8039 ,-0.4005 ,0,1,4
27,9,6.4754 ,10.8910 ,-1.6094 ,0,1,4
27,10,6.5639 ,10.9489 ,-0.3285 ,0,1,3
28,1,6.4118 ,10.9500 ,-0.5621 ,0,1,2
28,2,7.2356 ,10.9675 ,-0.5621 ,0,1,2
28,3,7.2661 ,11.1249 ,-0.6733 ,0,1,2
28,4,7.8973 ,11.5541 ,-0.6733 ,0,1,2
28,5,8.0558 ,11.4114 ,-0.5798 ,0,1,2
28,6,7.8694 ,11.6466 ,-0.5978 ,0,1,2
28,7,7.7380 ,11.5547 ,-0.5447 ,0,1,2
28,8,7.7306 ,11.5268 ,-0.5447 ,0,1,2
28,9,7.5417 ,11.9070 ,-1.8971 ,0,1,2
28,10,7.2964 ,11.3879 ,-0.3285 ,0,1,2
29,1,3.4012 ,9.5742 ,-0.1984 ,0,1,2
29,2,3.4012 ,9.9899 ,-0.2357 ,0,1,2
29,3,3.0445 ,9.9494 ,-0.2357 ,0,1,2
29,4,6.7044 ,10.0703 ,-0.2485 ,0,1,2
29,5,6.3315 ,10.0341 ,-0.2107 ,0,1,2
29,6,7.0255 ,9.4108 ,0.0000 ,0,1,2
29,7,6.9847 ,10.1833 ,-0.1743 ,0,1,2
29,8,2.3026 ,10.2165 ,-0.1984 ,0,1,2
29,9,7.6411 ,10.0677 ,-0.6931 ,0,1,2
29,10,6.9402 ,10.1954 ,-0.1625 ,0,1,2
30,1,6.4441 ,9.8872 ,-0.2357 ,0,1,3
30,2,6.7405 ,9.9266 ,-0.2357 ,0,1,3
30,3,6.9217 ,9.9828 ,-0.2357 ,0,1,3
30,4,6.8057 ,10.2474 ,-0.2485 ,0,1,3
30,5,7.2640 ,10.2563 ,-0.2107 ,0,1,3
30,6,7.0859 ,10.3255 ,-0.2485 ,0,1,3
30,7,7.2226 ,10.6322 ,-0.3285 ,0,1,3
30,8,7.0959 ,10.7360 ,-0.3285 ,0,1,3
30,9,7.7493 ,11.2483 ,-0.6931 ,0,1,3
30,10,7.7702 ,10.5345 ,-0.1625 ,0,1,3
31,1,6.1203 ,9.9852 ,-0.2357 ,0,1,4
31,2,6.0615 ,10.2954 ,-0.3285 ,0,1,3
31,3,6.5653 ,10.5866 ,-0.3857 ,0,1,3
31,4,7.7480 ,10.7257 ,-0.4005 ,0,1,2
31,5,7.1365 ,10.3009 ,-0.2107 ,0,1,2
31,6,7.4200 ,10.3603 ,-0.2485 ,0,1,2
31,7,6.8565 ,10.2804 ,-0.1984 ,0,1,2
31,8,7.4501 ,10.0682 ,-0.1743 ,0,1,2
31,9,6.8134 ,10.5168 ,-0.6931 ,0,1,1
31,10,6.2804 ,10.4391 ,-0.1625 ,0,1,1
32,1,7.6305 ,9.9316 ,-0.2357 ,0,1,3
32,2,7.6009 ,9.9039 ,-0.2357 ,0,1,3
32,3,7.7740 ,10.0398 ,-0.2357 ,0,1,3
32,4,7.8164 ,10.0982 ,-0.2485 ,0,1,2
32,5,7.7870 ,10.0970 ,-0.2107 ,0,1,3
32,6,7.6554 ,9.9721 ,-0.1743 ,0,1,3
32,7,7.7039 ,10.0310 ,-0.1743 ,0,1,3
32,8,7.5989 ,10.0887 ,-0.1743 ,0,1,3
32,9,6.2344 ,10.2520 ,-0.6931 ,0,1,3
32,10,6.2729 ,10.2428 ,-0.1625 ,0,1,2
33,1,5.0876 ,9.8851 ,-0.3567 ,0,0,1
33,2,5.0626 ,9.9951 ,-0.3567 ,0,0,1
33,3,4.9200 ,10.1472 ,-0.4155 ,0,0,1
33,4,7.0388 ,10.8680 ,-0.5798 ,0,1,2
33,5,6.3456 ,10.8136 ,-0.4308 ,0,1,3
33,6,6.8024 ,10.8835 ,-0.4005 ,0,1,3
33,7,7.0449 ,10.9282 ,-0.4005 ,0,1,2
33,8,8.1826 ,10.9418 ,-0.4005 ,0,1,1
33,9,8.2532 ,11.0056 ,-1.6094 ,0,1,1
33,10,8.0488 ,11.0760 ,-0.3285 ,0,1,2
34,1,7.8575 ,10.7346 ,-0.5621 ,1,1,1
34,2,7.9946 ,10.8247 ,-0.5621 ,1,1,1
34,3,7.7853 ,10.8264 ,-0.5621 ,1,1,1
34,4,7.9879 ,10.6423 ,-0.4005 ,1,1,2
34,5,7.6368 ,10.4258 ,-0.3011 ,1,1,2
34,6,8.0883 ,10.3542 ,-0.2485 ,1,1,2
34,7,7.3205 ,9.1529 ,-0.1165 ,1,1,2
34,8,7.2964 ,9.6258 ,-0.1508 ,1,1,2
34,9,6.7569 ,9.5112 ,0.0000 ,1,1,0
34,10,6.0890 ,8.9593 ,0.0000 ,0,1,1
35,1,5.0239 ,10.0657 ,-0.4155 ,0,0,0
35,2,5.8861 ,10.3078 ,-0.4943 ,0,0,0
35,3,5.8289 ,10.4784 ,-0.5798 ,0,0,0
35,4,6.1093 ,10.4082 ,-0.4308 ,0,0,0
35,5,5.5134 ,10.3663 ,-0.3857 ,0,0,0
35,6,5.5797 ,10.4309 ,-0.4155 ,0,0,0
35,7,5.4931 ,10.4630 ,-0.4155 ,0,0,0
35,8,5.2933 ,10.5053 ,-0.3567 ,0,0,0
35,9,5.4848 ,10.3838 ,-1.6094 ,0,0,0
35,10,5.8944 ,9.9489 ,-0.1625 ,0,0,0
36,1,6.5454 ,10.2089 ,-0.2744 ,0,1,6
36,2,6.7310 ,9.8208 ,-0.1984 ,0,1,6
36,3,7.4541 ,10.3807 ,-0.3285 ,0,1,6
36,4,6.8711 ,10.2619 ,-0.2485 ,0,1,6
36,5,6.9735 ,10.6162 ,-0.3567 ,0,1,6
36,6,7.5751 ,10.8709 ,-0.4005 ,0,1,6
36,7,7.6912 ,10.9372 ,-0.4005 ,0,1,6
36,8,7.8236 ,10.5934 ,-0.2485 ,0,1,6
36,9,8.3102 ,10.5181 ,-0.6931 ,0,1,5
36,10,7.8861 ,10.6471 ,-0.1625 ,0,1,5
37,1,7.3252 ,10.7949 ,-0.5621 ,0,1,2
37,2,7.5148 ,10.7950 ,-0.5621 ,0,1,2
37,3,7.6054 ,10.8844 ,-0.5621 ,0,1,2
37,4,7.5164 ,10.8822 ,-0.4943 ,0,1,2
37,5,7.7740 ,10.9129 ,-0.4308 ,0,1,2
37,6,7.7961 ,10.9370 ,-0.4005 ,0,1,2
37,7,8.0206 ,11.0101 ,-0.4780 ,0,1,2
37,8,8.1005 ,11.0687 ,-0.4780 ,0,1,2
37,9,7.8454 ,11.0142 ,-0.6931 ,0,1,1
37,10,7.0475 ,11.3615 ,-0.4005 ,0,1,2
38,1,3.4012 ,9.7175 ,-0.3011 ,0,0,0
38,2,2.3026 ,10.3532 ,-0.4943 ,0,0,0
38,3,3.0445 ,9.5694 ,-0.1984 ,0,0,0
38,4,4.2767 ,10.1146 ,-0.1743 ,0,0,0
38,5,3.0910 ,10.2860 ,-0.3285 ,0,0,0
38,6,3.5264 ,10.1666 ,-0.2614 ,0,0,0
38,7,4.4426 ,10.1829 ,-0.3011 ,0,0,0
38,8,2.3026 ,10.8362 ,-0.4005 ,0,1,1
38,9,2.3026 ,10.9067 ,-1.6094 ,0,1,1
38,10,2.3026 ,10.8623 ,-0.3285 ,0,1,2
39,1,4.8520 ,10.0555 ,-0.3011 ,0,0,2
39,2,4.8675 ,10.3110 ,-0.3711 ,0,0,2
39,3,4.9053 ,10.3153 ,-0.4943 ,0,0,0
39,4,4.9053 ,10.2823 ,-0.4308 ,0,0,0
39,5,5.1648 ,9.6828 ,-0.2107 ,0,0,0
39,6,4.7622 ,10.3281 ,-0.3567 ,0,0,0
39,7,5.5215 ,10.4920 ,-0.4155 ,0,0,0
39,8,5.6937 ,10.4178 ,-0.3567 ,0,0,0
39,9,5.5607 ,10.3841 ,-1.6094 ,0,0,0
39,10,5.8111 ,10.3504 ,-0.3285 ,0,0,0
40,1,6.1985 ,10.7386 ,-0.5621 ,0,1,1
40,2,6.0379 ,10.4661 ,-0.3857 ,0,1,1
40,3,5.3083 ,10.7193 ,-0.5621 ,0,1,1
40,4,6.0331 ,10.7030 ,-0.4943 ,0,1,2
40,5,6.0402 ,10.9445 ,-0.5108 ,0,1,2
40,6,6.1048 ,10.9438 ,-0.4780 ,0,1,2
40,7,6.0776 ,10.9209 ,-0.4005 ,0,1,2
40,8,5.9789 ,11.3061 ,-0.5447 ,0,1,3
40,9,6.5162 ,11.0106 ,-0.6931 ,0,1,3
40,10,6.9613 ,10.9571 ,-0.3285 ,0,1,3
41,1,5.5645 ,10.5771 ,-0.4620 ,0,1,3
41,2,5.9189 ,10.6775 ,-0.5621 ,0,1,2
41,3,6.5280 ,10.7752 ,-0.5621 ,0,1,2
41,4,6.8438 ,10.7765 ,-0.4943 ,0,1,2
41,5,7.0157 ,10.8988 ,-0.4308 ,0,1,2
41,6,7.1839 ,10.8945 ,-0.4005 ,0,1,1
41,7,7.1530 ,10.9894 ,-0.4780 ,0,1,1
41,8,6.9276 ,10.9839 ,-0.4005 ,0,1,1
41,9,6.1093 ,10.9831 ,-0.6931 ,0,1,1
41,10,6.8469 ,11.3011 ,-0.3285 ,0,1,2
42,1,6.3886 ,10.2416 ,-0.3857 ,0,1,1
42,2,6.5013 ,9.4831 ,-0.1984 ,0,1,1
42,3,6.2577 ,9.4895 ,-0.2744 ,0,1,0
42,4,5.8999 ,9.8309 ,-0.2107 ,0,1,1
42,5,6.2634 ,9.8899 ,-0.1863 ,0,1,1
42,6,6.3509 ,9.9149 ,-0.2614 ,0,0,0
42,7,6.6477 ,9.8934 ,-0.2614 ,0,0,0
42,8,6.6094 ,10.1826 ,-0.1984 ,0,1,2
42,9,5.9532 ,10.2942 ,-0.6931 ,0,1,2
42,10,5.2470 ,9.8564 ,-0.1625 ,0,1,2
43,1,5.5722 ,10.3927 ,-0.3285 ,0,1,4
43,2,6.0402 ,10.4646 ,-0.3857 ,0,1,4
43,3,6.1944 ,10.6240 ,-0.4620 ,0,1,4
43,4,6.0638 ,10.5273 ,-0.4005 ,0,1,2
43,5,6.2146 ,10.4888 ,-0.3011 ,0,1,2
43,6,6.2344 ,10.6416 ,-0.2877 ,0,1,2
43,7,6.4216 ,10.6256 ,-0.3285 ,0,1,2
43,8,6.5723 ,10.6469 ,-0.2877 ,0,1,2
43,9,6.6134 ,10.5337 ,-0.6931 ,0,1,2
43,10,6.5999 ,10.4993 ,-0.1625 ,0,1,2
44,1,6.4922 ,10.9458 ,-0.6733 ,0,1,1
44,2,6.6294 ,10.8798 ,-0.5621 ,0,1,1
44,3,6.6809 ,10.9758 ,-0.6733 ,0,1,1
44,4,6.6846 ,10.7564 ,-0.4943 ,0,1,1
44,5,6.6657 ,10.8016 ,-0.4308 ,0,1,1
44,6,6.3969 ,11.0175 ,-0.4780 ,0,1,1
