,c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
11,2024-11-01,7,1980,72.03099823,15.49100018,17.65740013,100.5501022,4.277096748,2.740259171,2.871155024,4.610656261,11,1979,2,4.2615242,4.257638931,2.70493865,2.864557981,2.847359896,4.601245403,4.578383446,0,0,0,0,1,0,0,0,0
12,2024-12-01,7,1981,73.68900299,16.19689941,16.7133007,99.55809784,4.299853802,2.784819841,2.816204786,4.600741386,12,1980,2,4.277096748,4.2615242,2.740259171,2.871155024,2.864557981,4.610656261,4.601245403,0,0,0,0,0,1,0,0,0
13,2024-01-13,7,1982,72.41899872,16.13139915,16.24690056,98.61509705,4.282468796,2.780767679,2.787902117,4.591224194,13,1981,2,4.299853802,4.277096748,2.784819841,2.816204786,2.871155024,4.600741386,4.610656261,0,0,0,0,0,0,1,0,0
14,2024-01-14,7,1983,68.51799774,16.30509949,17.3696003,100.030098,4.227096558,2.791477919,2.854721546,4.605471134,14,1982,2,4.282468796,4.299853802,2.780767679,2.787902117,2.816204786,4.591224194,4.600741386,0,0,0,0,0,0,0,1,0
15,2024-01-15,7,1977,19.15600014,22.69199944,7.097499847,95.7071991,2.952615976,3.122012377,1.959742546,4.561293602,15,1983,3,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
16,2024-01-16,7,1978,19.44000053,20.69379997,6.946899891,97.35690308,2.96733284,3.029834032,1.938295484,4.578383446,16,1977,3,2.952615976,NA,3.122012377,1.959742546,NA,4.561293602,NA,0,0,1,0,0,0,0,0,0
17,2024-01-17,7,1979,19.89999962,21.20479965,6.856500149,99.60829926,2.990719795,3.054227591,1.925197124,4.601245403,17,1978,3,2.96733284,2.952615976,3.029834032,1.938295484,1.959742546,4.578383446,4.561293602,0,0,0,1,0,0,0,0,0
18,2024-01-18,7,1980,20.23999977,22.1970005,6.654699802,100.5501022,3.007660866,3.099957228,1.895323396,4.610656261,18,1979,3,2.990719795,2.96733284,3.054227591,1.925197124,1.938295484,4.601245403,4.578383446,0,0,0,0,1,0,0,0,0
19,2024-01-19,7,1981,19.56999969,24.87140083,6.213600159,99.55809784,2.973997831,3.213718653,1.826740503,4.600741386,19,1980,3,3.007660866,2.990719795,3.099957228,1.895323396,1.925197124,4.610656261,4.601245403,0,0,0,0,0,1,0,0,0
20,2024-01-20,7,1982,18.125,24.84469986,5.714600086,98.61509705,2.897292137,3.212644339,1.743024349,4.591224194,20,1981,3,2.973997831,3.007660866,3.213718653,1.826740503,1.895323396,4.600741386,4.610656261,0,0,0,0,0,0,1,0,0
21,2024-01-21,7,1983,16.85000038,28.90769958,7.343100071,100.030098,2.824350595,3.364108086,1.993761063,4.605471134,21,1982,3,2.897292137,2.973997831,3.212644339,1.743024349,1.826740503,4.591224194,4.600741386,0,0,0,0,0,0,0,1,0
22,2024-01-22,8,1977,26.15999985,14.82830048,8.490200043,118.2222977,3.264231443,2.696537495,2.138912678,4.772566795,22,1983,4,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
23,2024-01-23,8,1978,26.73999977,14.83790016,8.741999626,120.155098,3.286160469,2.697184801,2.168138981,4.78878355,23,1977,4,3.264231443,NA,2.696537495,2.138912678,NA,4.772566795,NA,0,0,1,0,0,0,0,0,0
24,2024-01-24,8,1979,27.28000069,14.87559986,9.186900139,118.8319016,3.306153774,2.69972229,2.217778683,4.777709961,24,1978,4,3.286160469,3.264231443,2.697184801,2.168138981,2.138912678,4.78878355,4.772566795,0,0,0,1,0,0,0,0,0
25,2024-01-25,8,1980,27.82999992,15.23320007,9.403599739,111.9163971,3.326114655,2.723477364,2.241092682,4.71775198,25,1979,4,3.306153774,3.286160469,2.69972229,2.217778683,2.168138981,4.777709961,4.78878355,0,0,0,0,1,0,0,0,0
26,2024-01-26,8,1981,27.16900063,17.25289917,8.893899918,97.55400085,3.302076578,2.847980261,2.185365677,4.580406189,26,1980,4,3.326114655,3.306153774,2.723477364,2.241092682,2.217778683,4.71775198,4.777709961,0,0,0,0,0,1,0,0,0
27,2024-01-27,8,1982,24.50399971,19.31419945,8.390500069,92.19819641,3.198836327,2.960840464,2.127100229,4.523940563,27,1981,4,3.302076578,3.326114655,2.847980261,2.185365677,2.241092682,4.580406189,4.71775198,0,0,0,0,0,0,1,0,0
28,2024-01-28,8,1983,22.56200027,20.00550079,7.435100079,92.40409851,3.116267204,2.996007204,2.006211996,4.526171207,28,1982,4,3.198836327,3.302076578,2.960840464,2.127100229,2.185365677,4.523940563,4.580406189,0,0,0,0,0,0,0,1,0
29,2024-01-29,7,1976,86.67700195,20.63229942,22.3803997,94.89910126,4.462188721,3.026857853,3.10818553,4.552814007,29,1983,5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
30,2024-01-30,7,1977,87.09999847,18.27820015,22.27029991,96.50379944,4.467056751,2.905709028,3.103253841,4.569582462,30,1976,5,4.462188721,NA,3.026857853,3.10818553,NA,4.552814007,NA,0,1,0,0,0,0,0,0,0
31,2024-01-31,7,1978,87,18.13689995,25.16699982,98.81629944,4.465908051,2.897948503,3.225533724,4.593262672,31,1977,5,4.467056751,4.462188721,2.905709028,3.103253841,3.10818553,4.569582462,4.552814007,0,0,1,0,0,0,0,0,0
32,1932-01-01,7,1979,90.40000153,18.18959999,25.35149956,100.4834976,4.504244328,2.900850058,3.232837915,4.609993458,32,1978,5,4.465908051,4.467056751,2.897948503,3.225533724,3.103253841,4.593262672,4.569582462,0,0,0,1,0,0,0,0,0
33,1933-01-01,7,1980,89.19999695,19.28930092,28.23940086,100.1222992,4.490880966,2.959550619,3.340718269,4.606392384,33,1979,5,4.504244328,4.465908051,2.900850058,3.232837915,3.225533724,4.609993458,4.593262672,0,0,0,0,1,0,0,0,0
34,1934-01-01,7,1981,82.69999695,19.82419968,25.79590034,98.52700043,4.415219784,2.986903429,3.25021553,4.590330601,34,1980,5,4.490880966,4.504244328,2.959550619,3.340718269,3.232837915,4.606392384,4.609993458,0,0,0,0,0,1,0,0,0
35,1935-01-01,7,1982,73.69999695,19.38730049,20.36809921,99.50830078,4.300002575,2.964618206,3.013969898,4.600241184,35,1981,5,4.415219784,4.490880966,2.986903429,3.25021553,3.340718269,4.590330601,4.606392384,0,0,0,0,0,0,1,0,0
36,1936-01-01,3,1976,0.748000026,23.18889999,0.169400007,102.7723999,-0.290352255,3.143673658,-1.77549243,4.632516861,36,1982,6,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
37,1937-01-01,3,1977,0.765999973,20.53930092,0.161799997,107.0270004,-0.266573131,3.022340059,-1.821394324,4.673080921,37,1976,6,-0.290352255,NA,3.143673658,-1.77549243,NA,4.632516861,NA,0,1,0,0,0,0,0,0,0
38,1938-01-01,3,1978,0.762000024,20.93869972,0.149900004,108.6788025,-0.271808684,3.041599035,-1.897786856,4.688396931,38,1977,6,-0.266573131,-0.290352255,3.022340059,-1.821394324,-1.77549243,4.673080921,4.632516861,0,0,1,0,0,0,0,0,0
39,1939-01-01,3,1979,0.728999972,21.76259995,0.145799994,111.1190033,-0.316081583,3.080192804,-1.925519466,4.710601807,39,1978,6,-0.271808684,-0.266573131,3.041599035,-1.897786856,-1.821394324,4.688396931,4.673080921,0,0,0,1,0,0,0,0,0
40,1940-01-01,3,1980,0.731000006,23.47069931,0.146799996,101.9264984,-0.313341796,3.155752897,-1.918684244,4.624251842,40,1979,6,-0.316081583,-0.271808684,3.080192804,-1.925519466,-1.897786856,4.710601807,4.688396931,0,0,0,0,1,0,0,0,0
41,1941-01-01,3,1981,0.778999984,24.12520027,0.141200006,99.49710083,-0.249744251,3.183256865,-1.957577944,4.600128651,41,1980,6,-0.313341796,-0.316081583,3.155752897,-1.918684244,-1.925519466,4.624251842,4.710601807,0,0,0,0,0,1,0,0,0
42,1942-01-01,3,1982,0.782000005,25.2064991,0.126100004,99.31030273,-0.245900527,3.227101803,-2.070679903,4.598249435,42,1981,6,-0.249744251,-0.313341796,3.183256865,-1.957577944,-1.918684244,4.600128651,4.624251842,0,0,0,0,0,0,1,0,0
43,1943-01-01,3,1976,1.600000024,30.85129929,0.993399978,104.7664032,0.470003635,3.429178953,-0.006621899,4.651732922,43,1982,7,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
44,1944-01-01,3,1977,1.649999976,28.55500031,0.933000028,107.4791031,0.500775278,3.351832151,-0.069350049,4.677296638,44,1976,7,0.470003635,NA,3.429178953,-0.006621899,NA,4.651732922,NA,0,1,0,0,0,0,0,0,0
45,1945-01-01,3,1978,1.679999948,29.86020088,0.964999974,108.9188004,0.518793762,3.396526575,-0.035627205,4.690602779,45,1977,7,0.500775278,0.470003635,3.351832151,-0.069350049,-0.006621899,4.677296638,4.651732922,0,0,1,0,0,0,0,0,0
46,1946-01-01,3,1979,1.679999948,30.58939934,0.962899983,111.5590973,0.518793762,3.420653582,-0.037805732,4.71455431,46,1978,7,0.518793762,0.500775278,3.396526575,-0.035627205,-0.069350049,4.690602779,4.677296638,0,0,0,1,0,0,0,0,0
47,1947-01-01,3,1980,1.659999967,27.48859978,0.922399998,100,0.506817579,3.313771248,-0.080776311,4.60517025,47,1979,7,0.518793762,0.518793762,3.420653582,-0.037805732,-0.035627205,4.71455431,4.690602779,0,0,0,0,1,0,0,0,0
48,1948-01-01,3,1981,1.559999943,31.48679924,0.999199986,99.39649963,0.444685787,3.449568272,-0.000800334,4.599116802,48,1980,7,0.506817579,0.518793762,3.313771248,-0.080776311,-0.037805732,4.60517025,4.71455431,0,0,0,0,0,1,0,0,0
49,1949-01-01,3,1982,1.539999962,32.07279968,0.880200028,99.29309845,0.431782395,3.46800828,-0.127606094,4.598075867,49,1981,7,0.444685787,0.506817579,3.449568272,-0.000800334,-0.080776311,4.599116802,4.60517025,0,0,0,0,0,0,1,0,0
50,1950-01-01,3,1976,9.145000458,30.90889931,4.548600197,104.7664032,2.213207245,3.431044102,1.514819503,4.651732922,50,1982,8,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
51,1951-01-01,3,1977,10.85499954,24.46789932,4.619400024,107.4791031,2.384625673,3.197361946,1.530264854,4.677296638,51,1976,8,2.213207245,NA,3.431044102,1.514819503,NA,4.651732922,NA,0,1,0,0,0,0,0,0,0
52,1952-01-01,3,1978,10.7489996,28.05579948,5.03730011,108.9188004,2.374812603,3.334195375,1.616870284,4.690602779,52,1977,8,2.384625673,2.213207245,3.197361946,1.530264854,1.514819503,4.677296638,4.651732922,0,0,1,0,0,0,0,0,0
53,1953-01-01,3,1979,10.95899963,28.74449921,4.874800205,111.5590973,2.394160986,3.35844636,1.584079146,4.71455431,53,1978,8,2.374812603,2.384625673,3.334195375,1.616870284,1.530264854,4.690602779,4.677296638,0,0,0,1,0,0,0,0,0
54,1954-01-01,3,1980,10.69799995,28.48539925,3.222100019,100,2.370056868,3.349391699,1.170033336,4.60517025,54,1979,8,2.394160986,2.374812603,3.35844636,1.584079146,1.616870284,4.71455431,4.690602779,0,0,0,0,1,0,0,0,0
55,1955-01-01,3,1981,8.173999786,31.73559952,2.834300041,99.39649963,2.100958347,3.457438946,1.041795015,4.599116802,55,1980,8,2.370056868,2.394160986,3.349391699,1.170033336,1.584079146,4.60517025,4.71455431,0,0,0,0,0,1,0,0,0
56,1956-01-01,3,1982,4.701000214,29.89629936,1.75059998,99.29309845,1.547775269,3.397734642,0.559958577,4.598075867,56,1981,8,2.100958347,2.370056868,3.457438946,1.041795015,1.170033336,4.599116802,4.60517025,0,0,0,0,0,0,1,0,0
57,1957-01-01,3,1976,2.006000042,26.08250046,0.382400006,102.7723999,0.696142733,3.261264563,-0.961288095,4.632516861,57,1982,9,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
58,1958-01-01,3,1977,2.655999899,21.9545002,0.4551,107.0270004,0.976821184,3.088972092,-0.787238121,4.673080921,58,1976,9,0.696142733,NA,3.261264563,-0.961288095,NA,4.632516861,NA,0,1,0,0,0,0,0,0,0
59,1959-01-01,3,1978,2.711999893,22.80999947,0.452899992,108.6788025,0.997686327,3.127198935,-0.792083919,4.688396931,59,1977,9,0.976821184,0.696142733,3.088972092,-0.787238121,-0.961288095,4.673080921,4.632516861,0,0,1,0,0,0,0,0,0
60,1960-01-01,3,1979,2.743999958,23.37199974,0.452399999,111.1190033,1.009416699,3.15153861,-0.793188512,4.710601807,60,1978,9,0.997686327,0.976821184,3.127198935,-0.792083919,-0.787238121,4.688396931,4.673080921,0,0,0,1,0,0,0,0,0
61,1961-01-01,3,1980,2.756999969,23.07369995,0.467599988,101.9264984,1.014143109,3.138693333,-0.760142088,4.624251842,61,1979,9,1.009416699,0.997686327,3.15153861,-0.793188512,-0.792083919,4.710601807,4.688396931,0,0,0,0,1,0,0,0,0
62,1962-01-01,3,1981,2.848999977,24.30439949,0.481000006,99.49710083,1.046968102,3.190657377,-0.731887996,4.600128651,62,1980,9,1.014143109,1.009416699,3.138693333,-0.760142088,-0.793188512,4.624251842,4.710601807,0,0,0,0,0,1,0,0,0
63,1963-01-01,3,1982,2.752000093,26.89839935,0.475300014,99.31030273,1.012327909,3.292066813,-0.743809044,4.598249435,63,1981,9,1.046968102,1.014143109,3.190657377,-0.731887996,-0.760142088,4.600128651,4.624251842,0,0,0,0,0,0,1,0,0
64,1964-01-01,7,1976,3.822999954,23.35330009,1.129299998,95.36569977,1.341035485,3.150738239,0.121597968,4.557718754,64,1982,10,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
65,1965-01-01,7,1977,3.934999943,21.32509995,1.014299989,96.73149872,1.369910836,3.059884787,0.014198708,4.571938992,65,1976,10,1.341035485,NA,3.150738239,0.121597968,NA,4.557718754,NA,0,1,0,0,0,0,0,0,0
66,1966-01-01,7,1978,3.528000116,20.93190002,1.116899967,99.23329926,1.26073122,3.041274309,0.11055696,4.597473621,66,1977,10,1.369910836,1.341035485,3.059884787,0.014198708,0.121597968,4.571938992,4.557718754,0,0,1,0,0,0,0,0,0
67,1967-01-01,7,1979,3.519999981,20.45359993,1.16260004,100.7334976,1.258460999,3.018158913,0.150658906,4.612478256,67,1978,10,1.26073122,1.369910836,3.041274309,0.11055696,0.014198708,4.597473621,4.571938992,0,0,0,1,0,0,0,0,0
68,1968-01-01,7,1980,3.467000008,23.4946003,1.082700014,100,1.243289709,3.156770706,0.079457931,4.60517025,68,1979,10,1.258460999,1.26073122,3.018158913,0.150658906,0.11055696,4.612478256,4.597473621,0,0,0,0,1,0,0,0,0
69,1969-01-01,7,1981,3.089999914,25.95529938,1.063599944,98.23239899,1.128171086,3.25637579,0.061659329,4.587336063,69,1980,10,1.243289709,1.258460999,3.156770706,0.079457931,0.150658906,4.60517025,4.612478256,0,0,0,0,0,1,0,0,0
70,1970-01-01,7,1982,3.262000084,26.03610039,1.095800042,99.7634964,1.182340503,3.259484053,0.091484725,4.602802277,70,1981,10,1.128171086,1.243289709,3.25637579,0.061659329,0.079457931,4.587336063,4.60517025,0,0,0,0,0,0,1,0,0
71,1971-01-01,3,1976,1.358999968,23.06139946,0.40990001,104.7664032,0.306749105,3.138160229,-0.891842008,4.651732922,71,1982,11,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
72,1972-01-01,3,1977,1.345999956,20.22750092,0.574100018,107.4791031,0.297137201,3.007043123,-0.554951668,4.677296638,72,1976,11,0.306749105,NA,3.138160229,-0.891842008,NA,4.651732922,NA,0,1,0,0,0,0,0,0,0
73,1973-01-01,3,1978,1.338000059,22.14349937,0.556299984,108.9188004,0.291175991,3.097543955,-0.586447597,4.690602779,73,1977,11,0.297137201,0.306749105,3.007043123,-0.554951668,-0.891842008,4.677296638,4.651732922,0,0,1,0,0,0,0,0,0
74,1974-01-01,3,1979,1.353000045,22.5496006,0.514500022,111.5590973,0.302324384,3.115717411,-0.664559662,4.71455431,74,1978,11,0.291175991,0.297137201,3.097543955,-0.586447597,-0.554951668,4.690602779,4.677296638,0,0,0,1,0,0,0,0,0
75,1975-01-01,3,1980,1.264000058,22.58749962,0.58950001,100,0.234281346,3.117396593,-0.52848053,4.60517025,75,1979,11,0.302324384,0.291175991,3.115717411,-0.664559662,-0.586447597,4.71455431,4.690602779,0,0,0,0,1,0,0,0,0
76,1976-01-01,3,1981,1.157999992,25.95849991,0.484699994,99.39649963,0.146694377,3.256499052,-0.724225163,4.599116802,76,1980,11,0.234281346,0.302324384,3.117396593,-0.52848053,-0.664559662,4.60517025,4.71455431,0,0,0,0,0,1,0,0,0
77,1977-01-01,3,1982,1.174999952,24.03450012,0.435900003,99.29309845,0.1612681,3.179490328,-0.830342412,4.598075867,77,1981,11,0.146694377,0.234281346,3.256499052,-0.724225163,-0.52848053,4.599116802,4.60517025,0,0,0,0,0,0,1,0,0
78,1978-01-01,3,1976,1.779999971,34.29909897,0.256900012,104.7664032,0.576613367,3.535119057,-1.359068274,4.651732922,78,1982,12,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
79,1979-01-01,3,1977,1.643000007,30.39789963,0.207200006,107.4791031,0.496523857,3.414373398,-1.574070692,4.677296638,79,1976,12,0.576613367,NA,3.535119057,-1.359068274,NA,4.651732922,NA,0,1,0,0,0,0,0,0,0
80,1980-01-01,3,1978,1.389999986,31.14310074,0.199900001,108.9188004,0.329303741,3.438592672,-1.609938025,4.690602779,80,1977,12,0.496523857,0.576613367,3.414373398,-1.574070692,-1.359068274,4.677296638,4.651732922,0,0,1,0,0,0,0,0,0
81,1981-01-01,3,1979,1.350000024,33.3105011,0.2007,111.5590973,0.300104618,3.505872726,-1.605944037,4.71455431,81,1978,12,0.329303741,0.496523857,3.438592672,-1.609938025,-1.574070692,4.690602779,4.677296638,0,0,0,1,0,0,0,0,0
82,1982-01-01,3,1980,1.082000017,30.2147007,0.147300005,100,0.078811198,3.408328533,-1.915283918,4.60517025,82,1979,12,0.300104618,0.329303741,3.505872726,-1.605944037,-1.609938025,4.71455431,4.690602779,0,0,0,0,1,0,0,0,0
83,1983-01-01,3,1981,0.779999971,29.74139977,0.115800001,99.39649963,-0.248461396,3.392539978,-2.155890703,4.599116802,83,1980,12,0.078811198,0.300104618,3.408328533,-1.915283918,-1.605944037,4.60517025,4.71455431,0,0,0,0,0,1,0,0,0
84,1984-01-01,3,1982,0.680000007,31.12350082,0.103600003,99.29309845,-0.385662466,3.437963247,-2.267217875,4.598075867,84,1981,12,-0.248461396,0.078811198,3.392539978,-2.155890703,-1.915283918,4.599116802,4.60517025,0,0,0,0,0,0,1,0,0
85,1985-01-01,1,1976,2.352999926,22.38330078,0.578499973,125.8063965,0.855691075,3.108315229,-0.54731679,4.834743977,85,1982,13,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
86,1986-01-01,1,1977,2.385999918,23.06069946,0.56129998,127.9648972,0.869618297,3.13812995,-0.577499807,4.851756096,86,1976,13,0.855691075,NA,3.108315229,-0.54731679,NA,4.834743977,NA,0,1,0,0,0,0,0,0,0
87,1987-01-01,1,1978,2.375,23.49309921,0.5273,125.4293976,0.864997447,3.15670681,-0.639985621,4.83174324,87,1977,13,0.869618297,0.855691075,3.13812995,-0.577499807,-0.54731679,4.851756096,4.834743977,0,0,1,0,0,0,0,0,0
88,1988-01-01,1,1979,2.414999962,26.00419998,0.518000007,125.0259018,0.881699264,3.258258104,-0.657780051,4.828520775,88,1978,13,0.864997447,0.869618297,3.15670681,-0.639985621,-0.577499807,4.83174324,4.851756096,0,0,0,1,0,0,0,0,0
89,1989-01-01,1,1980,2.266000032,24.16710091,0.460799992,106.3043976,0.818016171,3.184992313,-0.774791181,4.666306496,89,1979,13,0.881699264,0.864997447,3.258258104,-0.657780051,-0.639985621,4.828520775,4.83174324,0,0,0,0,1,0,0,0,0
90,1990-01-01,1,1981,1.77699995,26.05730057,0.375,98.07289886,0.574926496,3.260298014,-0.980829239,4.585711002,90,1980,13,0.818016171,0.881699264,3.184992313,-0.774791181,-0.657780051,4.666306496,4.828520775,0,0,0,0,0,1,0,0,0
91,1991-01-01,1,1982,1.536999941,28.70639992,0.314700007,96.86740112,0.429832429,3.357120037,-1.15613544,4.573343277,91,1981,13,0.574926496,0.818016171,3.260298014,-0.980829239,-0.774791181,4.585711002,4.666306496,0,0,0,0,0,0,1,0,0
92,1992-01-01,1,1978,3.164999962,20.91130066,0.390199989,127.3865967,1.152153015,3.04028964,-0.941095889,4.84722662,92,1982,14,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
93,1993-01-01,1,1979,3.095999956,21.88870049,0.431100011,124.6424026,1.130110979,3.08597064,-0.841415167,4.82544899,93,1978,14,1.152153015,NA,3.04028964,-0.941095889,NA,4.84722662,NA,0,0,0,1,0,0,0,0,0
94,1994-01-01,1,1980,2.990999937,23.70100021,0.422800004,118.9132004,1.095607758,3.16551733,-0.860855997,4.778393745,94,1979,14,1.130110979,1.152153015,3.08597064,-0.841415167,-0.941095889,4.82544899,4.84722662,0,0,0,0,1,0,0,0,0
95,1995-01-01,1,1981,2.691999912,21.39249992,0.381000012,99.35759735,0.990284383,3.063040495,-0.964955866,4.598725319,95,1980,14,1.095607758,1.130110979,3.16551733,-0.860855997,-0.841415167,4.778393745,4.82544899,0,0,0,0,0,1,0,0,0
96,1996-01-01,1,1982,2.174999952,25.52370071,0.305099994,97.24279785,0.77702862,3.239607573,-1.187115669,4.577210903,96,1981,14,0.990284383,1.095607758,3.063040495,-0.964955866,-0.860855997,4.598725319,4.778393745,0,0,0,0,0,0,1,0,0
97,1997-01-01,1,1983,1.800999999,25.72109985,0.204099998,97.19439697,0.588342071,3.247311592,-1.589145184,4.576713085,97,1982,14,0.77702862,0.990284383,3.239607573,-1.187115669,-0.964955866,4.577210903,4.598725319,0,0,0,0,0,0,0,1,0
98,1998-01-01,1,1984,1.427999973,25.64520073,0.168500006,99.98619843,0.356274843,3.244356394,-1.780819535,4.605031967,98,1983,14,0.588342071,0.77702862,3.247311592,-1.589145184,-1.187115669,4.576713085,4.577210903,0,0,0,0,0,0,0,0,1
99,1999-01-01,9,1977,7.21999979,22.58979988,1.849799991,105.3355026,1.97685492,3.117498398,0.615077496,4.657150745,99,1984,15,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
100,100-1,9,1978,7.321000099,22.05489922,1.921499968,108.1832962,1.990746975,3.093534708,0.653106093,4.683826923,100,1977,15,1.97685492,NA,3.117498398,0.615077496,NA,4.657150745,NA,0,0,1,0,0,0,0,0,0
101,101-1,9,1979,7.097000122,22.29019928,2.185499907,110.6984024,1.959672213,3.104147196,0.781844616,4.706809521,101,1978,15,1.990746975,1.97685492,3.093534708,0.653106093,0.615077496,4.683826923,4.657150745,0,0,0,1,0,0,0,0,0
102,102-1,9,1980,7.201000214,20.68079948,2.434499979,105.9673004,1.974219918,3.029205799,0.889741361,4.66313076,102,1979,15,1.959672213,1.990746975,3.104147196,0.781844616,0.653106093,4.706809521,4.683826923,0,0,0,0,1,0,0,0,0
103,103-1,9,1981,6.602000237,21.61510086,2.125499964,96.5931015,1.887372613,3.073392153,0.754007041,4.570507526,103,1980,15,1.974219918,1.959672213,3.029205799,0.889741361,0.781844616,4.66313076,4.706809521,0,0,0,0,0,1,0,0,0
104,104-1,9,1982,5.31099987,23.15509987,1.559399962,92.001297,1.669780135,3.142215014,0.444301099,4.521802902,104,1981,15,1.887372613,1.974219918,3.073392153,0.754007041,0.889741361,4.570507526,4.66313076,0,0,0,0,0,0,1,0,0
105,105-1,9,1983,5.394000053,25.09989929,1.357599974,92.24880219,1.685287237,3.222863913,0.305718422,4.524489403,105,1982,15,1.669780135,1.887372613,3.142215014,0.444301099,0.754007041,4.521802902,4.570507526,0,0,0,0,0,0,0,1,0
106,106-1,4,1976,2.756999969,29.35169983,0.917500019,116.4000015,1.014143109,3.379350424,-0.086102679,4.757032394,106,1983,16,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
107,107-1,4,1977,2.631999969,27.0685997,0.861299992,115.6999969,0.967743993,3.298374414,-0.149312407,4.751000404,107,1976,16,1.014143109,NA,3.379350424,-0.086102679,NA,4.757032394,NA,0,1,0,0,0,0,0,0,0
108,108-1,4,1978,2.647000074,27.27519989,0.851899981,112.8000031,0.973426938,3.305977821,-0.160286158,4.725616455,108,1977,16,0.967743993,1.014143109,3.298374414,-0.149312407,-0.086102679,4.751000404,4.757032394,0,0,1,0,0,0,0,0,0
109,109-1,4,1979,2.687000036,26.64439964,0.527700007,108.9000015,0.988425314,3.282578945,-0.639227331,4.690430164,109,1978,16,0.973426938,0.967743993,3.305977821,-0.160286158,-0.149312407,4.725616455,4.751000404,0,0,0,1,0,0,0,0,0
