id,t,lwage,occ,south,smsa,ind,exp,exp2,wks,ms,union,fem,blk,ed
15,2,5.8607898,0,0,0,0,10,100,46,0,0,1,0,14
15,3,5.99894,0,0,0,0,11,121,48,0,0,1,0,14
15,4,6.0844998,0,0,0,0,12,144,46,0,0,1,0,14
15,5,6.3952599,0,0,0,0,13,169,48,0,0,1,0,14
15,6,6.4769702,0,0,0,0,14,196,41,0,0,1,0,14
15,7,6.4769702,0,0,0,0,15,225,48,0,0,1,0,14
16,1,5.9788899,1,1,1,0,16,256,50,0,0,1,1,12
16,2,5.7838302,1,1,1,0,17,289,50,0,0,1,1,12
16,3,5.8579302,1,1,1,0,18,324,48,0,0,1,1,12
16,4,5.9532399,1,1,1,0,19,361,48,0,0,1,1,12
16,5,6.1463299,1,1,1,0,20,400,50,0,0,1,1,12
16,6,6.1758699,1,1,1,0,21,441,50,0,0,1,1,12
16,7,6.3885598,1,1,1,0,22,484,49,0,0,1,1,12
17,1,6.62007,0,0,0,1,16,256,49,1,0,0,0,14
17,2,6.49224,0,0,0,1,17,289,48,1,0,0,0,14
17,3,6.7799201,0,0,0,1,18,324,49,1,0,0,0,14
17,4,6.7452402,0,0,0,1,19,361,50,1,0,0,0,14
17,5,7.0900798,0,0,0,1,20,400,51,1,0,0,0,14
17,6,7.1308999,0,0,0,1,21,441,46,1,0,0,0,14
17,7,7.1308999,0,0,0,1,22,484,47,1,0,0,0,14
18,1,6.9057498,0,1,1,1,25,625,47,1,0,0,0,16
18,2,6.9057498,0,1,1,1,26,676,46,1,0,0,0,16
18,3,7.6009002,0,1,1,1,27,729,47,1,0,0,0,16
18,4,7.6496902,0,1,1,1,28,784,47,1,0,0,0,16
18,5,7.7186899,0,1,1,1,29,841,47,1,0,0,0,16
18,6,7.7832198,0,1,1,1,30,900,48,1,0,0,0,16
18,7,7.8038402,0,1,1,1,31,961,47,1,0,0,0,16
19,1,6.3868799,1,0,1,1,40,1600,37,1,1,0,0,12
19,2,6.4738898,1,0,1,1,41,1681,49,1,1,0,0,12
19,3,6.54247,1,0,1,1,42,1764,50,1,1,0,0,12
19,4,6.6758199,1,0,1,1,43,1849,47,1,1,0,0,12
19,5,6.7417002,1,0,1,1,44,1936,47,1,1,0,0,12
19,6,6.8319502,1,0,1,1,45,2025,25,1,1,0,0,12
19,7,6.9363399,1,0,1,1,46,2116,40,1,1,0,0,12
20,1,6.78333,0,0,0,0,25,625,50,1,0,0,0,16
20,2,6.8575101,0,0,0,1,26,676,49,1,0,0,0,16
20,3,6.9847202,0,0,0,1,27,729,49,1,0,0,0,16
20,4,7.0579,0,0,0,1,28,784,48,1,0,0,0,16
20,5,7.2056398,0,0,0,1,29,841,48,1,0,0,0,16
20,6,7.10988,0,0,0,1,30,900,49,1,0,0,0,16
20,7,7.26683,0,0,0,1,31,961,48,1,0,0,0,16
21,1,6.0591202,1,1,0,1,28,784,42,1,1,0,0,4
21,2,6.0520902,1,1,0,1,29,841,46,1,1,0,0,4
21,3,5.9914598,1,1,0,1,30,900,49,1,1,0,0,4
21,4,6.2146101,1,1,0,1,31,961,49,1,1,0,0,4
21,5,6.3243599,1,1,0,0,32,1024,48,1,1,0,0,4
21,6,6.4425402,1,1,0,0,33,1089,45,1,1,0,0,4
21,7,6.4425402,1,1,0,1,34,1156,42,1,1,0,0,4
22,1,6.5998702,0,0,0,0,20,400,46,1,0,0,0,14
22,2,6.5998702,0,0,0,0,21,441,45,1,0,0,0,14
22,3,6.6846099,0,0,0,0,22,484,44,1,0,0,0,14
22,4,6.7274299,0,0,0,0,23,529,46,1,0,0,0,14
22,5,6.8824401,0,0,0,0,24,576,47,1,0,0,0,14
22,6,6.9565501,0,0,0,1,25,625,51,1,0,0,0,14
22,7,7.0475202,0,0,0,0,26,676,47,1,0,0,0,14
23,1,6.9057498,0,0,1,0,11,121,50,1,0,0,0,16
23,2,6.9057498,0,0,1,0,12,144,50,1,0,0,0,16
23,3,7.4955401,0,0,1,0,13,169,51,1,0,0,0,16
23,4,7.66153,0,0,1,0,14,196,50,1,0,0,0,16
23,5,7.8632698,0,0,1,0,15,225,48,1,0,0,0,16
23,6,8.0391598,0,0,1,0,16,256,47,1,0,0,0,16
23,7,7.8935699,0,0,1,0,17,289,50,1,0,0,0,16
24,1,5.4380798,0,0,0,0,5,25,30,0,0,1,0,12
24,2,5.5214601,0,0,0,0,6,36,51,0,0,1,0,12
24,3,5.57973,1,0,0,0,7,49,51,0,0,1,0,12
24,4,5.6698799,1,0,0,0,8,64,52,0,0,1,0,12
24,5,5.7365699,1,0,0,0,9,81,49,0,0,1,0,12
24,6,5.8435402,1,0,0,0,10,100,51,0,1,1,0,12
24,7,5.8579302,1,0,0,0,11,121,50,0,0,1,0,12
25,1,6.5294199,0,0,1,0,8,64,37,1,1,0,0,17
25,2,6.5792499,0,0,1,0,9,81,39,1,1,0,0,17
25,3,6.7153802,0,0,1,0,10,100,40,1,1,0,0,17
25,4,6.6846099,0,0,1,0,11,121,38,1,1,0,0,17
25,5,6.7912202,0,0,1,0,12,144,38,1,1,0,0,17
25,6,6.97541,0,0,1,0,13,169,39,1,1,0,0,17
25,7,6.9077601,0,0,1,0,14,196,41,1,1,0,0,17
26,1,6.4769702,0,1,1,1,14,196,48,1,0,0,0,15
26,2,6.5510802,1,1,1,1,15,225,47,1,0,0,0,15
26,3,6.86693,0,1,1,1,16,256,49,1,0,0,0,15
26,4,6.8564601,0,1,1,1,17,289,48,1,0,0,0,15
26,5,7.2793198,0,1,1,1,18,324,47,1,0,0,0,15
26,6,7.5496101,0,1,1,1,19,361,47,1,0,0,0,15
26,7,7.3670802,0,1,1,1,20,400,48,1,0,0,0,15
27,1,6.01616,0,0,1,0,8,64,50,0,0,0,0,16
27,2,6.9057498,0,0,1,0,9,81,52,0,0,0,0,16
27,3,7.0475202,0,0,0,0,10,100,48,0,0,0,0,16
27,4,7.26193,0,0,0,0,11,121,50,0,0,0,0,16
27,5,7.0900798,0,0,0,0,12,144,50,0,0,0,0,16
27,6,6.9631901,0,0,0,0,13,169,45,0,0,0,0,16
27,7,7.31322,0,0,0,0,14,196,23,0,0,0,0,16
28,1,6.7333999,1,0,1,0,26,676,50,1,0,0,0,12
28,2,6.6970301,1,0,1,0,27,729,50,1,0,0,0,12
28,3,6.6846099,1,0,1,0,28,784,50,1,0,0,0,12
28,4,6.7452402,1,0,1,0,29,841,50,1,0,0,0,12
28,5,6.73102,1,0,1,0,30,900,50,1,0,0,0,12
28,6,6.8023901,1,0,1,0,31,961,49,1,0,0,0,12
28,7,6.7452402,1,0,1,0,32,1024,49,1,0,0,0,12
29,1,6.9057498,0,0,1,0,31,961,49,1,0,0,0,14
29,2,6.9057498,0,0,1,0,32,1024,49,1,0,0,0,14
29,3,7.0621901,0,0,1,0,33,1089,49,1,0,0,0,14
29,4,7.5755801,0,0,1,0,34,1156,49,1,0,0,0,14
29,5,7.6732202,0,0,1,0,35,1225,50,1,0,0,0,14
29,6,7.4730701,0,0,1,0,36,1296,49,1,0,0,0,14
29,7,7.5600801,0,0,1,0,37,1369,49,1,0,0,0,14
30,1,6.1964402,0,1,1,0,17,289,47,0,0,1,0,12
30,2,6.2989502,0,1,1,0,18,324,47,0,0,1,0,12
30,3,6.3315001,0,1,1,0,19,361,48,0,0,1,0,12
30,4,6.36303,0,1,1,0,20,400,49,0,0,1,0,12
30,5,6.4815798,0,1,1,0,21,441,49,0,0,1,0,12
30,6,6.5778599,0,1,1,0,22,484,45,0,0,1,0,12
30,7,6.6437898,0,1,1,0,23,529,49,0,0,1,0,12
31,1,6.9057498,0,0,1,1,22,484,48,1,0,0,0,17
31,2,6.9057498,0,0,1,1,23,529,48,1,0,0,0,17
31,3,7.31322,0,0,1,1,24,576,48,1,0,0,0,17
31,4,7.2442298,0,0,1,1,25,625,47,1,0,0,0,17
31,5,7.4843702,0,0,1,1,26,676,43,1,0,0,0,17
31,6,7.5496101,0,0,1,0,27,729,47,1,0,0,0,17
31,7,7.6133199,0,0,1,1,28,784,45,1,0,0,0,17
32,1,6.9057498,0,0,1,1,30,900,50,1,0,0,0,16
32,2,6.9057498,0,0,1,1,31,961,49,1,0,0,0,16
32,3,7.46737,0,0,1,1,32,1024,49,1,0,0,0,16
32,4,7.4085302,0,0,1,1,33,1089,48,1,0,0,0,16
32,5,7.6058898,0,0,1,1,34,1156,49,1,0,0,0,16
32,6,8.04879,0,0,1,1,35,1225,47,1,0,0,0,16
32,7,7.7406602,0,0,1,1,36,1296,47,1,0,0,0,16
33,1,6.9057498,0,0,1,0,14,196,51,1,0,0,0,16
33,2,6.9057498,0,0,1,0,15,225,47,1,0,0,0,16
33,3,7.1701198,0,0,1,0,16,256,51,1,0,0,0,16
33,4,7.2793198,0,0,1,0,17,289,47,1,0,0,0,16
33,5,7.2406502,0,0,1,0,18,324,48,1,0,0,0,16
33,6,7.3777599,0,0,1,0,19,361,50,1,0,0,0,16
33,7,7.46737,0,0,1,0,20,400,49,1,0,0,0,16
34,1,5.7589002,1,1,0,0,45,2025,48,1,0,0,0,8
34,2,5.8607898,1,1,0,0,46,2116,48,1,0,0,0,8
34,3,5.82305,1,1,0,0,47,2209,48,1,0,0,0,8
34,4,5.94803,1,1,0,0,48,2304,49,1,0,0,0,8
34,5,6.2480402,1,1,0,0,49,2401,50,1,0,0,0,8
34,6,6.2065802,1,1,0,0,50,2500,48,1,0,0,0,8
34,7,5.9839401,1,1,0,0,51,2601,46,1,0,0,0,8
35,1,6.5147099,1,0,1,0,8,64,30,1,1,0,1,13
35,2,6.6107001,1,0,1,1,9,81,49,1,1,0,1,13
35,3,6.3969302,1,0,1,1,10,100,48,1,1,0,1,13
35,4,6.7522702,1,0,1,1,11,121,49,1,1,0,1,13
35,5,6.8865299,1,0,1,1,12,144,34,1,1,0,1,13
35,6,7.0121198,1,0,1,1,13,169,48,1,1,0,1,13
35,7,7.0255399,1,0,1,1,14,196,45,1,1,0,1,13
36,1,6.62007,1,1,1,0,15,225,52,1,0,0,0,10
36,2,6.77422,0,1,1,0,16,256,47,1,0,0,0,10
36,3,7.1308999,0,1,0,0,17,289,50,1,0,0,0,10
36,4,7.0884099,0,1,0,0,18,324,50,1,0,0,0,10
36,5,7.1308999,0,1,1,0,19,361,48,1,0,0,0,10
36,6,6.9077601,0,1,1,0,20,400,50,1,0,0,0,10
36,7,7.1800699,0,1,1,0,21,441,41,1,0,0,0,10
37,1,6.9057498,0,0,1,0,12,144,52,1,0,0,0,14
37,2,6.7417002,0,0,1,0,13,169,47,1,0,0,0,14
37,3,7.0030699,0,0,1,0,14,196,50,1,0,0,0,14
37,4,7.1308999,0,0,1,0,15,225,49,1,0,0,0,14
37,5,7.1428299,0,0,1,0,16,256,50,1,0,0,0,14
37,6,7.2827601,0,0,1,0,17,289,48,1,0,0,0,14
37,7,7.4091401,0,0,1,0,18,324,49,0,0,0,0,14
38,1,6.0520902,1,0,0,1,10,100,48,1,1,0,0,12
38,2,6.0520902,1,0,0,1,11,121,49,1,1,0,0,12
38,3,6.0520902,1,0,0,1,12,144,48,1,1,0,0,12
38,4,6.3681898,1,0,0,1,13,169,48,1,1,0,0,12
38,5,6.4361501,1,0,0,1,14,196,49,1,1,0,0,12
38,6,6.5496502,0,0,0,1,15,225,48,1,1,0,0,12
38,7,6.52209,1,0,0,1,16,256,49,1,1,0,0,12
39,1,6.4769702,0,0,1,0,6,36,47,1,0,0,0,13
39,2,6.5861702,0,0,1,0,7,49,51,0,0,0,0,13
39,3,6.4769702,0,0,1,0,8,64,48,0,0,0,0,13
39,4,6.5294199,0,0,1,0,9,81,50,0,0,0,0,13
39,5,6.8023901,0,0,1,0,10,100,50,0,0,0,0,13
39,6,6.7799201,0,0,1,0,11,121,52,0,0,0,0,13
39,7,6.80793,0,0,1,0,12,144,51,1,0,0,0,13
40,1,6.3578401,0,1,0,0,30,900,47,1,1,0,0,8
40,2,6.4997902,0,1,0,0,31,961,39,1,1,0,0,8
40,3,6.5820298,0,1,0,0,32,1024,32,1,1,0,0,8
40,4,6.6945601,0,1,0,0,33,1089,35,1,1,0,0,8
40,5,6.7878399,0,1,0,0,34,1156,47,1,1,0,0,8
40,6,6.9077601,0,1,0,0,35,1225,45,1,1,0,0,8
40,7,7.3581901,0,1,0,0,36,1296,47,1,1,0,0,8
41,1,6.9057498,0,1,1,0,20,400,50,1,0,0,0,16
41,2,6.9057498,0,1,1,0,21,441,50,1,0,0,0,16
41,3,7.3777599,0,1,1,0,22,484,50,1,0,0,0,16
41,4,7.4910898,0,1,1,0,23,529,50,1,0,0,0,16
41,5,7.5755801,0,1,1,0,24,576,50,1,0,0,0,16
41,6,7.5283298,0,1,1,0,25,625,48,1,0,0,0,16
41,7,7.7449999,0,1,1,0,26,676,47,1,0,0,0,16
42,1,6.2185998,1,0,1,1,30,900,38,0,1,1,1,12
42,2,6.4937501,1,0,1,0,31,961,41,0,1,1,1,12
42,3,6.5806398,1,0,1,0,32,1024,51,0,1,1,1,12
42,4,6.6896,1,0,1,1,33,1089,50,0,1,1,1,12
42,5,6.7934699,1,0,1,1,34,1156,42,0,1,1,1,12
42,6,6.9246101,1,0,1,1,35,1225,50,0,1,1,1,12
42,7,7.0255399,1,0,1,1,36,1296,49,0,1,1,1,12
43,1,6.6846099,0,0,1,0,5,25,49,1,0,0,0,16
43,2,6.84375,0,0,1,0,6,36,47,1,0,0,0,16
43,3,6.9077601,0,0,1,0,7,49,48,1,0,0,0,16
43,4,7.0030699,0,0,1,0,8,64,49,1,0,0,0,16
43,5,7.1308999,0,0,1,0,9,81,46,1,0,0,0,16
43,6,7.4085302,0,0,1,0,10,100,45,1,0,0,0,16
43,7,7.4383798,0,0,1,0,11,121,49,1,0,0,0,16
44,1,6.9057498,0,0,1,1,7,49,48,1,0,0,0,17
44,2,6.9057498,0,0,1,1,8,64,48,1,0,0,0,17
44,3,7.20786,0,0,1,1,9,81,48,1,0,0,0,17
44,4,7.31322,0,0,1,1,10,100,47,1,0,0,0,17
44,5,7.4383798,0,0,1,1,11,121,46,1,0,0,0,17
44,6,7.49332,0,0,1,1,12,144,46,1,0,0,0,17
44,7,7.6009002,0,0,1,1,13,169,46,1,0,0,0,17
45,1,6.2245598,0,0,1,0,13,169,49,0,0,1,0,13
45,2,6.3332801,0,0,1,0,14,196,50,0,0,1,0,13
45,3,6.3099198,0,0,1,0,15,225,50,0,0,1,0,13
45,4,6.4769702,0,0,1,0,16,256,50,0,0,1,0,13
45,5,6.6333199,0,0,1,0,17,289,50,0,0,1,0,13
45,6,6.6821098,0,0,1,0,18,324,50,0,0,1,0,13
45,7,6.6528602,0,0,1,0,19,361,49,0,0,1,0,13
46,1,6.1268702,1,0,0,0,6,36,42,1,1,0,0,12
46,2,6.23245,1,0,0,0,7,49,44,1,1,0,0,12
46,3,6.3261499,1,0,0,0,8,64,48,1,1,0,0,12
46,4,6.3243599,1,0,0,0,9,81,47,1,1,0,0,12
46,5,6.4677,1,0,0,0,10,100,48,1,1,0,0,12
46,6,6.6066499,0,0,0,0,11,121,47,1,1,0,0,12
46,7,6.5510802,1,0,0,0,12,144,47,1,1,0,0,12
47,1,6.9057498,0,0,1,0,26,676,48,1,0,0,0,14
47,2,6.9057498,0,0,1,0,27,729,49,1,0,0,0,14
47,3,7.0475202,0,0,1,0,28,784,48,1,0,0,0,14
47,4,7.0900798,0,0,1,0,29,841,48,1,0,0,0,14
47,5,7.20786,0,0,1,0,30,900,48,1,0,0,0,14
47,6,7.1180201,0,0,1,0,31,961,47,1,0,0,0,14
47,7,7.0900798,0,0,1,0,32,1024,48,1,0,0,0,14
48,1,6.9057498,0,0,1,1,26,676,50,0,0,0,0,16
48,2,6.9057498,0,0,1,1,27,729,50,0,0,0,0,16
48,3,7.1308999,0,0,1,1,28,784,50,0,0,0,0,16
48,4,7.2262101,0,0,1,1,29,841,50,0,0,0,0,16
48,5,7.1308999,0,0,1,1,30,900,48,1,0,0,0,16
48,6,7.31322,0,0,1,1,31,961,41,1,0,0,0,16
48,7,7.4383798,0,0,1,1,32,1024,49,0,0,0,0,16
49,1,6.9057498,0,0,0,1,31,961,47,1,0,0,0,16
49,2,6.9057498,0,0,0,1,32,1024,46,1,0,0,0,16
49,3,7.6009002,0,0,0,1,33,1089,47,1,0,0,0,16
49,4,7.6760101,0,0,0,1,34,1156,48,1,0,0,0,16
49,5,7.7020998,0,0,0,1,35,1225,47,1,0,0,0,16
49,6,7.6962099,0,0,0,1,36,1296,49,1,0,0,0,16
49,7,7.8208399,0,0,0,1,37,1369,48,1,0,0,0,16
50,1,6.2709899,0,0,1,0,31,961,50,0,1,1,0,12
50,2,6.3985901,0,0,1,0,32,1024,45,0,1,1,0,12
50,3,6.48311,0,0,1,0,33,1089,43,0,1,1,0,12
50,4,6.5567799,0,0,1,0,34,1156,48,0,1,1,0,12
50,5,6.6554399,0,0,1,0,35,1225,46,0,1,1,0,12
50,6,6.7487602,0,0,1,0,36,1296,32,0,1,1,0,12
50,7,6.8490701,0,0,1,0,37,1369,28,0,1,1,0,12
51,1,6.9057498,0,0,1,1,31,961,45,1,0,0,0,17
51,2,6.9057498,0,0,1,1,32,1024,48,1,0,0,0,17
51,3,7.6009002,0,0,1,1,33,1089,48,1,0,0,0,17
51,4,7.6496902,0,0,1,0,34,1156,47,1,0,0,0,17
51,5,7.8240499,0,0,1,1,35,1225,48,1,0,0,0,17
51,6,7.8632698,0,0,1,1,36,1296,47,1,0,0,0,17
51,7,7.9193602,0,0,1,1,37,1369,44,1,0,0,0,17
52,1,6.9057498,0,0,1,0,25,625,46,1,0,0,0,16
52,2,6.9057498,0,0,1,0,26,676,49,1,0,0,0,16
52,3,7.2442298,0,0,1,0,27,729,49,1,0,0,0,16
52,4,7.1308999,0,0,1,0,28,784,48,1,0,0,0,16
52,5,7.46737,0,0,1,0,29,841,48,1,0,0,0,16
52,6,7.6009002,0,0,1,0,30,900,48,1,0,0,0,16
52,7,7.6496902,0,0,1,0,31,961,49,1,1,0,0,16
53,1,6.4361501,0,1,0,0,13,169,47,1,0,0,0,13
53,2,6.9057498,0,1,0,0,14,196,49,1,0,0,0,13
53,3,6.9565501,1,0,0,0,15,225,48,1,0,0,0,13
53,4,6.9565501,1,0,0,0,16,256,49,1,0,0,0,13
53,5,7.0604801,0,0,0,0,17,289,48,1,0,0,0,13
53,6,7.20786,1,0,0,0,18,324,47,1,0,0,0,13
53,7,7.20786,0,0,0,0,19,361,48,1,0,0,0,13
54,1,6.5117502,1,0,0,1,13,169,47,1,1,0,0,11
54,2,6.5903001,1,0,0,1,14,196,52,1,1,0,0,11
54,3,6.6846099,1,0,0,1,15,225,51,1,1,0,0,11
54,4,6.7452402,1,0,0,1,16,256,51,1,1,0,0,11
54,5,6.8976998,1,0,0,1,17,289,49,1,1,0,0,11
54,6,7.0774999,1,0,0,1,18,324,49,1,1,0,0,11
54,7,7.1000299,1,0,0,1,19,361,50,1,1,0,0,11
55,1,6.65415,1,0,1,1,32,1024,49,1,1,0,0,8
55,2,6.8501301,1,0,1,1,33,1089,49,1,1,0,0,8
55,3,6.8564601,1,0,1,1,34,1156,49,1,1,0,0,8
55,4,6.9236302,1,0,1,1,35,1225,47,1,1,0,0,8
55,5,7.04141,1,0,1,1,36,1296,48,1,1,0,0,8
55,6,7.1332998,1,0,1,1,37,1369,47,1,1,0,0,8
55,7,7.20786,1,0,1,1,38,1444,46,1,1,0,0,8
56,1,6.1092501,1,1,0,1,23,529,51,1,0,0,0,12
56,2,6.1633101,1,1,0,1,24,576,49,1,0,0,0,12
56,3,6.3332801,1,1,0,1,25,625,52,1,0,0,0,12
56,4,6.3332801,1,1,0,1,26,676,52,1,0,0,0,12
56,5,6.4377499,1,1,0,1,27,729,48,1,0,0,0,12
56,6,6.5861702,1,1,0,1,28,784,50,1,0,0,0,12
56,7,6.5337901,1,1,0,1,29,841,50,1,0,0,0,12
57,1,6.0402498,1,1,1,0,21,441,47,1,0,0,0,11
57,2,6.2897201,1,1,1,0,22,484,49,1,0,0,0,11
57,3,6.01616,1,1,1,0,23,529,49,1,0,0,0,11
57,4,6.5778599,0,1,1,0,24,576,49,1,0,0,0,11
57,5,6.5510802,0,1,1,0,25,625,47,1,0,0,0,11
57,6,6.53233,0,1,1,0,26,676,48,1,0,0,0,11
57,7,6.31355,0,1,1,0,27,729,48,1,0,0,0,11
58,1,6.5510802,1,0,1,1,37,1369,49,1,1,0,0,14
58,2,6.6846099,1,0,1,1,38,1444,48,1,1,0,0,14
58,3,6.6970301,1,0,1,1,39,1521,40,1,1,0,0,14
58,4,6.9077601,1,0,1,1,40,1600,48,1,0,0,0,14
58,5,7.0030699,1,0,1,1,41,1681,48,1,1,0,0,14
58,6,7.1623998,1,0,1,1,42,1764,48,1,1,0,0,14
58,7,7.1308999,1,0,1,1,43,1849,48,1,0,0,0,14
59,1,6.9057498,0,0,1,1,26,676,48,1,0,0,0,17
59,2,6.9057498,0,0,1,1,27,729,49,1,0,0,0,17
